StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q7,Q28,Q11,Q12,Q13,Q9,Q14,Q29,Q10_1,Q10_2,Q10_3,Q10_4,Q26_1,Q26_2,Q26_3,Q26_4,Q27_1,Q27_2,Q27_3,Q27_4,Q2,Q3,Q4,Q5,Q6,Q15,Q17,Q18,Q19,Q20
5/25/21 11:43,5/25/21 11:49,IP Address,100.34.205.121,100,358,TRUE,5/25/21 11:49,R_tLsnYLnkAKumByN,,,,,40.18089294,-75.21559906,anonymous,EN,,,,,Yes,,,,Strongly Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Agree,Strongly disagree,Somewhat agree,25 - 34,"$10,000 - $19,999",2 year degree,White,Independent,Moderately involved,Democrats,6 years,"Putin, Merkel and Boris Johnson",I don't know
5/25/21 11:43,5/25/21 11:49,IP Address,216.98.214.106,100,360,TRUE,5/25/21 11:49,R_1C89K5SgL1kcUSC,,,,,-30.02729797,-51.23530579,anonymous,EN,,,Yes,,,,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Agree,Somewhat disagree,Strongly Agree,Neither agree nor disagree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly disagree,35 - 44,"More than $150,000",Professional degree,White,Republican,Moderately involved,no,8 years,I don't know,I don't know
5/25/21 11:45,5/25/21 11:49,IP Address,191.33.118.166,100,258,TRUE,5/25/21 11:49,R_3PiZ015Es86XF8Y,,,,,-3.716995239,-38.52870178,anonymous,EN,Yes,,,,,,,,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,25 - 34,"$30,000 - $39,999",High school graduate,White,Republican,Highly involved,Democrats,4 years,"bolsonaro,abe,macron",I don't know.
5/25/21 11:45,5/25/21 11:49,IP Address,68.174.180.220,100,242,TRUE,5/25/21 11:49,R_2uP8cgwgzQ4AK5z,,,,,40.751297,-73.88300323,anonymous,EN,,,Yes,,,,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly Agree,Strongly Agree,Somewhat disagree,Somewhat agree,Strongly Agree,Strongly disagree,Strongly disagree,25 - 34,"$50,000 - $59,999",4 year degree,White,Republican,Not very involved,Democrats,8,"Emmanuel Macron, Boris Johnson, Angela Merkel ",Trans Pacific Partnership
5/25/21 11:48,5/25/21 11:49,IP Address,122.178.250.194,100,57,TRUE,5/25/21 11:49,R_2f1okSQ1HjZcsmY,,,,,12.96339417,77.58551025,anonymous,EN,,,Yes,,,,,,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly Agree,Strongly disagree,25 - 34,"$40,000 - $49,999",4 year degree,White,Democrat,Neutral,I don't know,I don't know,I don't know,I don't know
5/25/21 11:45,5/25/21 11:49,IP Address,71.223.101.56,100,263,TRUE,5/25/21 11:50,R_1dyq0cq1WbV1pPE,,,,,33.34289551,-111.634697,anonymous,EN,Yes,,,,,,,,Strongly Agree,Somewhat agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Somewhat disagree,25 - 34,"$20,000 - $29,999",High school graduate,White,Republican,Neutral,50/50,6 years,i dont know,i dont know
5/25/21 11:42,5/25/21 11:50,IP Address,107.140.191.176,100,442,TRUE,5/25/21 11:50,R_AcdXa8XM8OcDR9D,,,,,30.4420929,-97.6339035,anonymous,EN,,,,,Yes,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Agree,Neither agree nor disagree,Somewhat agree,Strongly Agree,Neither agree nor disagree,Somewhat agree,Strongly Agree,Neither agree nor disagree,Somewhat disagree,45 - 54,"$70,000 - $79,999",4 year degree,Asian,Republican,Neutral,Republican,8,I don't know,I don't know
5/25/21 11:46,5/25/21 11:50,IP Address,163.123.180.178,100,209,TRUE,5/25/21 11:50,R_1LShtPgZ23erpj5,,,,,37.75100708,-97.8219986,anonymous,EN,,,Yes,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,25 - 34,"$80,000 - $89,999",4 year degree,White,Republican,Moderately involved,Democrats,six years," Ashraf Ghani,Ilir Meta,Abdelmadjid Tebboune", Trans-Pacific Partnership
5/25/21 11:45,5/25/21 11:50,IP Address,141.193.239.163,100,259,TRUE,5/25/21 11:50,R_3fOwk1I7bDtNgb8,,,,,37.14930725,-77.27259827,anonymous,EN,,,Yes,,,,,,Strongly disagree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Somewhat agree,Strongly disagree,25 - 34,"$50,000 - $59,999",4 year degree,White,Democrat,Not very involved,democrats,I don't know,I don't know,I don't know
5/25/21 11:48,5/25/21 11:50,IP Address,54.175.151.208,100,128,TRUE,5/25/21 11:50,R_1N2HrztyKZ4SzPQ,,,,,39.0480957,-77.47280121,anonymous,EN,,,,,Yes,,,,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,45 - 54,"$40,000 - $49,999",4 year degree,White,Republican,Moderately involved,5,8,9,1
5/25/21 11:47,5/25/21 11:50,IP Address,179.228.130.66,100,172,TRUE,5/25/21 11:50,R_agXZbxXLS5qsk8h,,,,,-23.10650635,-47.17709351,anonymous,EN,,,Yes,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Agree,Somewhat disagree,Somewhat disagree,18 - 24,"$40,000 - $49,999",4 year degree,White,Democrat,Moderately involved,Democrat,6 years,"Bolsonaro, Merckel, Macron",Trans-Pacific Partnership
5/25/21 11:49,5/25/21 11:50,IP Address,122.178.250.197,100,68,TRUE,5/25/21 11:50,R_3hoxDFW2WpVf1JE,,,,,12.96339417,77.58551025,anonymous,EN,,,,Yes,,,,,Strongly Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Agree,Somewhat agree,Somewhat disagree,25 - 34,"$50,000 - $59,999",Professional degree,White,Democrat,Moderately involved,I don't know,I don't know,I don't know,I don't know
5/25/21 11:45,5/25/21 11:50,IP Address,73.32.129.52,100,293,TRUE,5/25/21 11:50,R_1DImGkZGIwwR4XX,,,,,29.74519348,-95.73269653,anonymous,EN,Yes,,,,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,55 - 64,"$30,000 - $39,999",4 year degree,White,Democrat,Highly involved,I don't know,I don't know,I don't know,I don't know
5/25/21 11:47,5/25/21 11:50,IP Address,196.17.67.40,100,150,TRUE,5/25/21 11:50,R_TiaAngaI0EQkP8l,,,,,34.05439758,-118.2440033,anonymous,EN,,,,,,,Yes,,Somewhat disagree,Somewhat agree,Strongly Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly Agree,18 - 24,"$20,000 - $29,999",4 year degree,White,Republican,Neutral,GOOD,GOOD,GOOD,GOOD
5/25/21 11:45,5/25/21 11:50,IP Address,216.68.118.226,100,318,TRUE,5/25/21 11:50,R_2pW6mBj5bhVNYYz,,,,,39.0249939,-84.43920135,anonymous,EN,,,,,,,Yes,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly Agree,Somewhat disagree,Somewhat disagree,35 - 44,"$80,000 - $89,999",4 year degree,White,Democrat,Moderately involved,Democrats,6 years,"Putin, Xi, Merkel",I don't know
5/25/21 11:45,5/25/21 11:50,IP Address,79.13.142.52,100,340,TRUE,5/25/21 11:50,R_1jDLUyZYfKnPqE5,,,,,40.86700439,14.23849487,anonymous,EN,,Yes,,,,,,,Strongly Agree,Neither agree nor disagree,Somewhat agree,Strongly Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,18 - 24,"$30,000 - $39,999",Some college,White,Democrat,Not very involved,Democrats,Six years long,"Draghi, Macron, Kim Jong-un",I don't know
5/25/21 11:43,5/25/21 11:50,IP Address,98.15.11.139,100,422,TRUE,5/25/21 11:50,R_217o6cuHSZaQLjd,,,,,40.74839783,-73.86199951,anonymous,EN,,,,,Yes,,,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,25 - 34,"$40,000 - $49,999",4 year degree,White,Republican,Neutral,I don't know,I don't know,"Edi Rama, Lotay Tshering, Li Keqiang",Trans-Pacific Partnership
5/25/21 11:48,5/25/21 11:50,IP Address,196.17.65.109,100,144,TRUE,5/25/21 11:50,R_2TME4pdOIsPWLul,,,,,34.05439758,-118.2440033,anonymous,EN,,,,Yes,,,,,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat agree,35 - 44,"$20,000 - $29,999",Some college,White,Republican,Neutral,I don't know,I don't know,I don't know,I don't know
5/25/21 11:45,5/25/21 11:50,IP Address,159.235.131.109,100,325,TRUE,5/25/21 11:50,R_1gACWblAuduFb8v,,,,,33.37919617,-86.69689941,anonymous,EN,,,,,Yes,,,,Somewhat agree,Somewhat agree,Strongly Agree,Somewhat agree,Somewhat agree,Strongly Agree,Somewhat disagree,Neither agree nor disagree,Strongly Agree,Somewhat agree,Somewhat agree,Strongly Agree,25 - 34,"$50,000 - $59,999",4 year degree,White,Democrat,Moderately involved,Democrat,I don't know,I don't know,I don't know
5/25/21 11:45,5/25/21 11:50,IP Address,107.172.227.218,100,296,TRUE,5/25/21 11:50,R_UbeaN1Nw6OrjM1r,,,,,37.75100708,-97.8219986,anonymous,EN,,,,,,,,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,25 - 34,"$50,000 - $59,999",4 year degree,White,Democrat,Neutral,I dont know,I dont know,I dont know,I dont know
5/25/21 11:47,5/25/21 11:50,IP Address,70.124.234.239,100,215,TRUE,5/25/21 11:50,R_10MzfdoU89FNOF4,,,,,26.21400452,-98.3266983,anonymous,EN,,,,,,,,Yes,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,25 - 34,"$40,000 - $49,999",4 year degree,Black or African American,Republican,Moderately involved,I don't know,I don't know,I don't know,I don't know
5/25/21 11:45,5/25/21 11:50,IP Address,45.4.197.248,100,342,TRUE,5/25/21 11:50,R_1NZ7GZOXdmdF2oh,,,,,40.75030518,-74.00140381,anonymous,EN,,,,,,,,Yes,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Agree,25 - 34,"$100,000 - $149,999",Professional degree,White,Democrat,Moderately involved,I don't know.,I don't know.,I don't know.,I don't know.
5/25/21 11:43,5/25/21 11:50,IP Address,45.119.128.249,100,454,TRUE,5/25/21 11:50,R_yVgcSy14F4oiFWh,,,,,12.89959717,80.22088623,anonymous,EN,Yes,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,25 - 34,"Less than $10,000",4 year degree,Asian,Democrat,Moderately involved,Biden`s,I don't know,"Vladimir putin, Joe biden, Justin truduae",I don't know
5/25/21 11:44,5/25/21 11:50,IP Address,157.49.194.77,100,387,TRUE,5/25/21 11:50,R_3IVH0SBBO1pWjM6,,,,,12.89959717,80.22088623,anonymous,EN,,,Yes,,,,,,Strongly Agree,Strongly Agree,Somewhat agree,Somewhat agree,Strongly Agree,Somewhat disagree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Somewhat agree,Neither agree nor disagree,25 - 34,"Less than $10,000",Professional degree,Other,Other,Moderately involved,I don't know,6 years,I don't know,Trans-pacific partnership
5/25/21 11:45,5/25/21 11:50,IP Address,104.10.29.29,100,327,TRUE,5/25/21 11:50,R_29W12xpnD8bCMJb,,,,,33.92489624,-117.459198,anonymous,EN,,,,,,Yes,,,Somewhat agree,Somewhat disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly Agree,Strongly Agree,Somewhat disagree,Neither agree nor disagree,35 - 44,"$60,000 - $69,999",4 year degree,Asian,Democrat,Moderately involved,Democratic,6 years,"Rodrigo Duterte - Philippines, Moon Jae In - South Korea, Andres Obrador - Mexico",Trans Pacific Partnership 
5/25/21 11:45,5/25/21 11:50,IP Address,107.173.62.150,100,298,TRUE,5/25/21 11:50,R_3n7NogGJQa7KliS,,,,,37.75100708,-97.8219986,anonymous,EN,,,,,,,Yes,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,25 - 34,"$70,000 - $79,999",4 year degree,White,Democrat,Neutral,no,yes,yes,yes
5/25/21 11:44,5/25/21 11:50,IP Address,104.218.199.241,100,397,TRUE,5/25/21 11:50,R_3n0gdx9XOL2qSjI,,,,,39.73510742,-105.0269012,anonymous,EN,,,,,,,,Yes,Somewhat agree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,25 - 34,"Less than $10,000",4 year degree,White,Republican,Highly involved,Democrats,6 years,"Joe Biden, Xi Jinping, Moon Jae-in",Trans-Pacific Partnership
5/25/21 11:44,5/25/21 11:50,IP Address,117.254.66.188,100,398,TRUE,5/25/21 11:50,R_21uFIU1FIbzTq8S,,,,,9.932693481,78.11410522,anonymous,EN,Yes,,,,,,,,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,25 - 34,"$70,000 - $79,999",Professional degree,Asian,Democrat,Highly involved,"The speaker of the United States House of Representatives, commonly known as the speaker of the House, is the presiding officer of the United States House of Representatives. The office was established in 1789 by Article I, Section 2 of the U.S. Constitution.","According to Article I, Section 3 of the Constitution, “The Senate of the United States shall be composed of two Senators from each state, chosen by the legislature thereof for six Years.” The framers believed that in electing senators, state legislatures would cement their ties with the national government.","Dictators or leaders of one-party states, whether popularly elected or not, are also often called presidents. Presidentialism is the dominant form of government in the mainland Americas, with 19 of its 22 sovereign states being presidential republics, the exceptions being Canada, Belize, and Suriname.",Trans-Pacific Partnership
5/25/21 11:46,5/25/21 11:50,IP Address,104.143.228.139,100,242,TRUE,5/25/21 11:50,R_3kvQ7H9etuMIgXW,,,,,44.01849365,-121.2984009,anonymous,EN,,,,,Yes,,,,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Agree,Neither agree nor disagree,Somewhat agree,Strongly Agree,25 - 34,"$70,000 - $79,999",4 year degree,White,Democrat,Highly involved,Democrats, six years,"Ashraf Ghani, Ilir Meta, Abdelmadjid Tebboune",The Trans-Pacific Partnership
5/25/21 11:47,5/25/21 11:51,IP Address,212.162.148.109,100,219,TRUE,5/25/21 11:51,R_wYJHBTLT8EowFbz,,,,,41.87770081,-87.63760376,anonymous,EN,,,,Yes,,,,,Somewhat agree,Strongly Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,25 - 34,"$50,000 - $59,999",4 year degree,White,Democrat,Highly involved,Democrats,6,"Afghanistan, China, Australia",The Trans-Pacific Partnership
5/25/21 11:46,5/25/21 11:51,IP Address,107.175.40.40,100,299,TRUE,5/25/21 11:51,R_shVBhIya2P1bwBz,,,,,41.31970215,-81.75379944,anonymous,EN,,,,Yes,,,,,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,25 - 34,"$50,000 - $59,999",4 year degree,White,Democrat,Neutral,i dont know,4,"Joko Widodo,Barham Salih",i dont know
5/25/21 11:45,5/25/21 11:51,IP Address,174.44.107.76,100,347,TRUE,5/25/21 11:51,R_3EGfkFO6qqf6ZyM,,,,,41.563797,-73.79530334,anonymous,EN,,,,Yes,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,45 - 54,"$60,000 - $69,999",4 year degree,White,Democrat,Highly involved,Democratic ,6 years,I don't know ,Trans Pacific Partnership 
5/25/21 11:44,5/25/21 11:51,IP Address,45.168.90.247,100,387,TRUE,5/25/21 11:51,R_2CNaFq9igWJziua,,,,,-12.69619751,-38.32580566,anonymous,EN,,,,Yes,,,,,Strongly Agree,Strongly disagree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,25 - 34,"$10,000 - $19,999",4 year degree,White,Republican,Not involved at all,I don't know,I don't know,I don't know,Transpacific Association Agreement
5/25/21 11:49,5/25/21 11:51,IP Address,45.90.222.18,100,73,TRUE,5/25/21 11:51,R_2frZBvJTUoR0gM3,,,,,34.05439758,-118.2440033,anonymous,EN,,,,,,,Yes,,Somewhat agree,Strongly Agree,Neither agree nor disagree,Somewhat agree,Strongly Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Agree,Somewhat disagree,35 - 44,"$90,000 - $99,999",Professional degree,White,Democrat,Neutral,I don't know,I don't know,I don't know,I don't know
5/25/21 11:45,5/25/21 11:51,IP Address,69.92.145.242,100,318,TRUE,5/25/21 11:51,R_10MnSSY2tZ6x5Jb,,,,,37.23039246,-95.70040131,anonymous,EN,,,,,,,,Yes,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly Agree,Somewhat agree,Somewhat disagree,Strongly disagree,35 - 44,"$30,000 - $39,999",High school graduate,White,Republican,Moderately involved,democrat,6 years,I don't know,I don't know
5/25/21 11:45,5/25/21 11:51,IP Address,76.187.18.152,100,319,TRUE,5/25/21 11:51,R_27KcJVfuwnkdsHz,,,,,32.86659241,-96.99269867,anonymous,EN,Yes,,,,,,,,Somewhat agree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,Neither agree nor disagree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Somewhat agree,25 - 34,"$50,000 - $59,999",4 year degree,White,Republican,Highly involved,I don't know,six,"Afghanistan	President – Ashraf Ghani	President – Ashraf Ghani Albania	President – Ilir Meta	Prime Minister – Edi Rama Algeria	President – Abdelmadjid Tebboune	Prime Minister – Abdelaziz Djerad",I don't know
5/25/21 11:46,5/25/21 11:51,IP Address,47.28.210.227,100,290,TRUE,5/25/21 11:51,R_1CrundIrcqD333j,,,,,41.10949707,-104.8156967,anonymous,EN,Yes,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Agree,Somewhat disagree,Strongly Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,35 - 44,"$40,000 - $49,999",4 year degree,Black or African American,Democrat,Neutral,I don't know,2 years,I don't know,I don't know
5/25/21 11:45,5/25/21 11:51,IP Address,63.75.248.107,100,355,TRUE,5/25/21 11:51,R_RhnoM4M9wxJSOhb,,,,,39.61019897,-75.67469788,anonymous,EN,,,,,,Yes,,,Somewhat agree,Neither agree nor disagree,Strongly Agree,Somewhat agree,Somewhat agree,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,Neither agree nor disagree,45 - 54,"$20,000 - $29,999",4 year degree,White,Republican,Neutral,"Democrats have held a majority in the House of Representatives since January 3, 2019, as a result of the 2018 elections, when they won 235 seats.",A senator's term of office is six years and approximately one-third of the total membership of the Senate is elected every two years.," Donald J. Trump , Barack Obama's, joe biden"," the TPP was set to become the world's largest free trade deal, covering 40 percent of the global economy."
5/25/21 11:49,5/25/21 11:51,IP Address,67.245.141.9,100,141,TRUE,5/25/21 11:51,R_3sziDI3SK28RxeC,,,,,40.81770325,-73.97709656,anonymous,EN,,,,Yes,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,25 - 34,"$100,000 - $149,999",4 year degree,White,Democrat,Neutral,Democratic ,4,I don’t know,I don’t know 
5/25/21 11:45,5/25/21 11:51,IP Address,54.224.65.81,100,335,TRUE,5/25/21 11:51,R_0ILI0hz07QS51Nn,,,,,39.0480957,-77.47280121,anonymous,EN,,,,,,,,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,35 - 44,"$70,000 - $79,999",High school graduate,Black or African American,Republican,Neutral,yes,yes,yes,yes
5/25/21 11:43,5/25/21 11:51,IP Address,73.98.19.110,100,452,TRUE,5/25/21 11:51,R_3CCalPW0t1YRUOZ,,,,,35.18710327,-106.6659012,anonymous,EN,,Yes,,,,,,,Strongly Agree,Strongly disagree,Strongly Agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,25 - 34,"$30,000 - $39,999",4 year degree,White,Republican,Moderately involved,Democrat,6 years,I don't know,I don't know
5/25/21 11:45,5/25/21 11:51,IP Address,64.145.93.84,100,353,TRUE,5/25/21 11:51,R_CftfykSFdYdMEhz,,,,,39.73880005,-104.9868011,anonymous,EN,,,,,,,Yes,,Somewhat disagree,Strongly Agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,25 - 34,"$50,000 - $59,999",4 year degree,White,Republican,Not very involved,Democrat,6 years,I don't know.,Trans-Pacific Partnership
5/25/21 11:50,5/25/21 11:51,IP Address,70.167.218.115,100,83,TRUE,5/25/21 11:51,R_3PvmIxR1XIOLajC,,,,,33.38250732,-111.875,anonymous,EN,,,,,,,Yes,,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,25 - 34,"$30,000 - $39,999",2 year degree,White,Republican,Not involved at all,democrats,6,I don't know,The Party Pooper
5/25/21 11:44,5/25/21 11:51,IP Address,104.249.28.11,100,404,TRUE,5/25/21 11:51,R_21HOPRiynf4471f,,,,,41.84829712,-87.65170288,anonymous,EN,,,,,,,Yes,,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly Agree,Strongly Agree,Somewhat disagree,35 - 44,"$10,000 - $19,999",Professional degree,White,Republican,Moderately involved,I don't know,I don't know,I don't know,The Trans-Pacific Partnership 
5/25/21 11:45,5/25/21 11:51,IP Address,24.51.220.162,100,347,TRUE,5/25/21 11:51,R_27HWfUanNKDOLZ7,,,,,26.11470032,-80.36720276,anonymous,EN,Yes,,,,,,,,Strongly Agree,Somewhat agree,Somewhat agree,Strongly Agree,Neither agree nor disagree,Somewhat agree,Strongly Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly Agree,25 - 34,"$30,000 - $39,999",4 year degree,Black or African American,Republican,Neutral,I don't know,I don't know, Angola- João Lourenço,The Trans-Pacific Partnership
5/25/21 11:46,5/25/21 11:51,IP Address,64.188.28.56,100,331,TRUE,5/25/21 11:51,R_b88hApzHlhIYT0l,,,,,25.78059387,-80.18260193,anonymous,EN,,,,Yes,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,25 - 34,"$50,000 - $59,999",4 year degree,White,Democrat,Moderately involved,I DONT KNOW,I DONT KNOW,I DONT KNOW,I DONT KNOW
5/25/21 11:47,5/25/21 11:51,IP Address,96.252.59.121,100,270,TRUE,5/25/21 11:51,R_1LvTjts4nRqh7ZB,,,,,41.97390747,-71.32839966,anonymous,EN,,,,,Yes,,,,Somewhat disagree,Strongly Agree,Somewhat disagree,Somewhat disagree,Strongly Agree,Somewhat agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Somewhat disagree,45 - 54,"$30,000 - $39,999",4 year degree,White,Republican,Moderately involved,Democrats,I don't know ,"Boris Johnson, Justin Trudeau, Scott Morrison ",I don't know 
5/25/21 11:45,5/25/21 11:51,IP Address,45.144.80.95,100,378,TRUE,5/25/21 11:51,R_31sm7hoJsUtibqw,,,,,34.07290649,-118.2606049,anonymous,EN,,,,,,,,Yes,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,45 - 54,"$30,000 - $39,999",4 year degree,White,Republican,Moderately involved,Democrats,6,"Macron, Xi, Trudeau",I don't know.
